id	unitId	form	name	rank	maxLv	level	health	attack	speed	kb	atkOccu	atkFreq	dps	range	reach	sAtkReach	lAtkReach	cost	again	conAtk	firstAtk	firstOccu	secondAtk	secondOccu	thirdAtk	thirdOccu	reOnConAtkChara	wait	backSwing	waveProbability	waveLevel	miniWave	ragingWaveProbability	ragingWaveLevel	ragingWaveSReach	ragingWaveLReach	againstWhite	againstRed	againstFloat	againstBlack	againstMetal	againstAngel	againstAlien	againstZombie	againstAncient	againstDemon	veryStrong	superDamage	strongStruck	extremeDamage	superStrongStruck	blowAway	attackInvalid	stopMoving	slowDown	atkReduce	curse																																
157-1	157	1	ドラリー剣士	レア	50+0	30	3060	255	9	3	4	13	588	単体	150			330	60									0	9	0	0		0	0	0	0				黒							めっぽう強い																																										
157-2	157	2	ドラリー魔法使い	レア	50+0	30	3910	2635	4	2	29	108	732	範囲	210			1125	116									79	12	0	0		0	0	0	0				黒							めっぽう強い																																										
158-1	158	1	ヌボボ	EX	50+0	30	9605	1190	5	3	20	81	441	範囲	125			225	296									0	61	0	0		0	0	0	0						天							打たれ強い																																								
158-2	158	2	ゴールボ	EX	50+0	30	9605	1190	5	3	20	81	441	範囲	125			225	296									0	61	0	0		0	0	0	0						天							打たれ強い																																								
159-1	159	1	上杉謙信	超激レア	50+70	30	47260	16235	13	3	36	145	3359	範囲	405			5475	4336									109	52	0	0		0	0	0	0				黒							めっぽう強い					ふっとばす(100%)																																					
159-2	159	2	武神・上杉謙信	超激レア	50+70	30	56780	27575	13	3	36	145	5705	範囲	405			5475	4336									109	52	0	0		0	0	0	0				黒							めっぽう強い					ふっとばす(100%)																																					
159-3	159	3	暴威の武神・上杉謙信	超激レア	50+70	30	75820	27575	18	3	36	129	6413	範囲	405			5475	4336									93	52	0	0		0	0	0	0				黒					古		めっぽう強い					ふっとばす(100%)												呪い無効																					攻撃力低下耐性:70%効果時間減少				
160-1	160	1	冥界のカリファ	超激レア	50+70	30	25840	18700	27	5	40	151	3715	範囲	325			4125	1936									0	111	0	0		0	0	0	0						天						超ダメージ																																									
160-2	160	2	冥界のＸカリファ	超激レア	50+70	30	43180	30600	27	5	40	151	6079	範囲	325			4125	1936									0	111	0	0		0	0	0	0						天						超ダメージ																																									
160-3	160	3	冥界のＸＸカリファ	超激レア	50+70	30	43180	42500	37	5	40	151	8444	範囲	355			4125	1936									0	111	0	0		0	0	0	0						天						超ダメージ							遅くする(40% 120F)									呪い無効																									
161-1	161	1	ユーリンチー	激レア	50+70	30	23800	9010	7	4	33	152	1778	範囲	315			1875	1636									119	35	0	0		0	0	0	0						天					めっぽう強い																																										
161-2	161	2	転生霊鳥ユーリンチー	激レア	50+70	30	32300	10200	7	4	33	152	2013	範囲	315			1875	1636									119	35	0	0		0	0	0	0						天					めっぽう強い																																										
161-3	161	3	ゲキリンチー	激レア	50+70	30	40800	10200	12	4	33	102	3000	範囲	340			1875	1636									69	35	0	0		0	0	0	0						天					めっぽう強い																																										
162-1	162	1	狂乱のケリ姫	超激レア	50+70	30	6800	5100	32	2	4	243	630	範囲	680			3300	3576									239	177	0	0		0	0	0	0					ﾒﾀﾙ											ふっとばす(40%)																																					
162-2	162	2	狂乱のケリ姫CC	超激レア	50+70	30	15300	7140	32	2	4	243	881	範囲	680			3300	3576									239	177	0	0		0	0	0	0					ﾒﾀﾙ											ふっとばす(40%)																																					
162-3	162	3	大狂乱のケリ姫	超激レア	50+70	30	23800	7140	32	2	4	203	1055	範囲	780			3300	3576									199	177	0	0		0	0	0	0					ﾒﾀﾙ			ゾ								ふっとばす(50%)																ゾンビキラー	クリティカル(5%)																				
163-1	163	1	綾小路 翔	EX	50+0	30	20400	22100	7	3	2	163	4067	範囲	290			2175	1036									161	50	0	0		0	0	0	0		赤									めっぽう強い																																										
163-2	163	2	翔やん＆にゃんこ	EX	50+0	30	20400	22100	7	3	2	163	4067	範囲	290			2175	1036									161	50	0	0		0	0	0	0		赤									めっぽう強い																																										
164-1	164	1	早乙女 光	EX	50+0	30	8500	12750	7	3	2	163	2347	範囲	285			1800	1036									161	50	0	0		0	0	0	0																																																					
164-2	164	2	光＆にゃんこ	EX	50+0	30	8500	12750	7	3	2	163	2347	範囲	285			1800	1036									161	50	0	0		0	0	0	0																																																					
165-1	165	1	西園寺 瞳	EX	50+0	30	10200	13600	7	2	2	163	2503	範囲	295			2025	1036									161	50	0	0		0	0	0	0																																																					
165-2	165	2	トミー＆にゃんこ	EX	50+0	30	10200	13600	7	2	2	163	2503	範囲	295			2025	1036									161	50	0	0		0	0	0	0																																																					
166-1	166	1	星グランマニエ	EX	50+0	30	9350	14110	7	3	2	163	2597	範囲	290			1950	1036									161	50	0	0		0	0	0	0																																																					
166-2	166	2	ランマ＆にゃんこ	EX	50+0	30	9350	14110	7	3	2	163	2597	範囲	290			1950	1036									161	50	0	0		0	0	0	0																																																					
167-1	167	1	白鳥松竹梅	EX	50+0	30	9350	13260	7	3	2	163	2440	範囲	295			1875	1036									161	50	0	0		0	0	0	0																																																					
167-2	167	2	松＆にゃんこ	EX	50+0	30	9350	13260	7	3	2	163	2440	範囲	295			1875	1036									161	50	0	0		0	0	0	0																																																					
168-1	168	1	ネコヤンキー	レア	50+0	30	2550	205	5	3	8	37	166	単体	150			120	60									29	10	0	0		0	0	0	0																																																					
168-2	168	2	ネコスケバン	レア	50+0	30	6800	102	5	1	8	67	46	範囲	120			225	60									59	10	0	0		0	0	0	0																																																					
169-1	169	1	アシルガ	超激レア	50+70	30	8500	2550	5	5	13	82	933	単体	140			4500	736									69	4	0	0		0	0	0	0																																																					
169-2	169	2	アシランパサラン	超激レア	50+70	30	18700	5660	4	1	151	370	459	範囲	750			4500	9736									219	100	0	0		0	0	0	0	白	赤	浮	黒	ﾒﾀﾙ	天	エ	ゾ	古	悪									遅くする(100% 90F)																																		
169-3	169	3	アタタタアシラン	超激レア	50+70	30	18700	5660	4	1	151	370	459	範囲	1250			3900	9736									219	100	0	0		0	0	0	0	白	赤	浮	黒	ﾒﾀﾙ	天	エ	ゾ	古	悪							攻撃無効(30% 50F)		遅くする(100% 120F)																	生き残る(100%)																	
170-1	170	1	クビルガ	超激レア	50+70	30	8500	2550	4	5	13	82	933	単体	140			4500	736									69	12	0	0		0	0	0	0																																																					
170-2	170	2	クビランパサラン	超激レア	50+70	30	20400	850	4	1	105	384	66	単体	450			4500	9736									279	206	100	8		0	0	0	0	白	赤	浮	黒		天	エ	ゾ	古	悪						ふっとばす(100%)																																					
170-3	170	3	E・クビランパサラン	超激レア	50+70	30	20400	850	4	1	105	384	66	単体	450			4500	9736									279	206	100	8		0	0	0	0																																	クリティカル(100%)																				
171-1	171	1	テコルガ	超激レア	50+70	30	8500	2550	3	5	13	82	933	単体	140			4500	736									69	11	0	0		0	0	0	0																																																					
171-2	171	2	テサランパサラン	超激レア	50+70	30	20400	124100	4	1	105	244	15258	単体	620			4500	9736									139	52	0	0		0	0	0	0																																	クリティカル(10%)																				
171-3	171	3	ムギワラテサラン	超激レア	50+70	30	20400	124100	4	1	105	244	15258	単体	720			4500	9736									139	52	0	0		0	0	0	0																										攻撃力低下無効							クリティカル(30%)																				烈波耐性:50%軽減
172-1	172	1	バララガ	超激レア	50+70	30	8500	2550	3	5	13	82	933	単体	140			4500	736									69	13	0	0		0	0	0	0																																																					
172-2	172	2	バラランパサラン	超激レア	50+70	30	20400	187	4	1	94	493	11	範囲	940			4500	9736									399	72	0	0		0	0	0	0	白	赤	浮	黒	ﾒﾀﾙ	天	エ	ゾ	古	悪								動きを止める(100% 70F)																																			
172-3	172	3	ピカランバララン	超激レア	50+70	30	20400	187	4	1	94	493	11	範囲	940			4500	9736									399	72	0	0		0	0	0	0	白	赤	浮	黒	ﾒﾀﾙ	天	エ	ゾ	古	悪								動きを止める(100% 90F)		攻撃低下(100%の確率 180F 50%に低下)																																	
173-1	173	1	コニャンダム	EX	40+0	30	20400	15640	5	2	77	436	1076	範囲	551			4350	5036									359	35	0	0		0	0	0	0	白	赤	浮	黒	ﾒﾀﾙ	天	エ	ゾ	古	悪									遅くする(30% 90F)																																		
173-2	173	2	ネコニャンダム	EX	40+0	30	20400	15640	5	2	77	436	1076	範囲	551			4350	5036									359	35	0	0		0	0	0	0	白	赤	浮	黒	ﾒﾀﾙ	天	エ	ゾ	古	悪									遅くする(30% 90F)																																		
173-3	173	3	覚醒のネコニャンダム	EX	40+0	30	27200	23460	5	2	77	334	2107	範囲	551			4350	5036									257	35	0	0		0	0	0	0	白	赤	浮	黒	ﾒﾀﾙ	天	エ	ゾ	古	悪									遅くする(50% 90F)									呪い無効																									
174-1	174	1	厨房マンボウ	激レア	50+70	30	17	8295	7	1	11	91	2735	単体	401			1140	436									79	80	0	0		0	0	0	0																																																					
174-2	174	2	工房マンボウ	激レア	50+70	30	35	11695	7	1	11	91	3855	単体	401			1140	436									79	80	0	0		0	0	0	0																																																					
174-3	174	3	社会の一員	激レア	50+70	30	35	11695	7	1	11	91	3855	単体	401			1140	236									79	80	0	0		0	0	0	0																																																					
175-1	175	1	マンボ王	超激レア	50+70	30	135	20740	6	1	11	320	1944	範囲	491			4200	2536									309	80	0	0		0	0	0	0																																																					
175-2	175	2	生ける伝説	超激レア	50+70	30	170	27540	6	1	11	320	2582	範囲	491			4200	2536									309	80	0	0		0	0	0	0																																																					
175-3	175	3	太平洋の主	超激レア	50+70	30	170	27540	6	1	11	320	2582	範囲	551			4200	2536									309	80	0	0		0	0	0	0																																																					
176-1	176	1	にゃんぼう	EX	50+0	30	5100	2380	9	4	30	89	802	範囲	140			450	76									59	31	0	0		0	0	0	0		赤											打たれ強い																																								
176-2	176	2	ネコトーピード	EX	50+0	30	5100	2380	9	4	30	89	802	範囲	140			450	76									59	31	0	0		0	0	0	0		赤											打たれ強い																																								
177-1	177	1	マシュマロにゃん	レア	50+0	30	7140	3060	8	3	22	201	457	単体	340			630	196									179	32	0	0		0	0	0	0																																																					
177-2	177	2	キモマロにゃん	レア	50+0	30	7140	3060	8	3	22	201	457	単体	340			630	196									179	32	0	0		0	0	0	0																																																					
178-1	178	1	覇龍ディオラムス	超激レア	50+70	30	93500	22865	4	2	104	283	2424	範囲	395			6600	4696									179	42	0	0		0	0	0	0						天										ふっとばす(50%)			遅くする(50% 120F)						遅くする無効																												
178-2	178	2	覇龍王ディオラムス	超激レア	50+70	30	139400	44625	4	2	104	283	4731	範囲	395			6600	4696									179	42	0	0		0	0	0	0						天										ふっとばす(50%)			遅くする(50% 120F)						遅くする無効																												
178-3	178	3	覇龍皇帝ディオラムス	超激レア	50+70	30	231200	59500	4	2	104	283	6307	範囲	410			6600	4696									179	61	0	0		0	0	0	0						天										ふっとばす(100%)			遅くする(100% 120F)						遅くする無効										攻撃上昇(50%以下 50%上昇)						バリアブレイク(100%)						止める耐性:70%効果時間減少		攻撃力低下耐性:70%効果時間減少				
179-1	179	1	極道にゃんこ	EX	50+0	30	1700	135	8	1	8	37	109	単体	140			105	60									29	10	0	0		0	0	0	0																																																					
179-2	179	2	ヤクザヴァンパイア	EX	50+0	30	17510	4760	7	1	18	71	2011	範囲	155			1875	566									53	13	0	0		0	0	0	0																																																					
180-1	180	1	タクヤとユキ	レア	50+0	30	7650	1427	25	2	22	101	424	範囲	190			450	96									79	39	0	0		0	0	0	0			浮										打たれ強い																																								
180-2	180	2	タクヤとユキとネコ	レア	50+0	30	7650	1427	25	2	22	101	424	範囲	190			450	96									79	39	0	0		0	0	0	0			浮										打たれ強い																																								
180-3	180	3	タクヤとビューティユキ	レア	50+0	30	10200	1427	25	2	22	101	424	範囲	190			450	96									79	39	0	0		0	0	0	0			浮										打たれ強い																					金×2																			
181-1	181	1	謎の少女ユキ	超激レア	50+70	30	20740	21505	9	5	43	320	2016	範囲	430			4320	3136									277	58	0	0		0	0	0	0			浮									超ダメージ																																									
181-2	181	2	謎の少女ユキ＆ネコ	超激レア	50+70	30	41650	43010	9	5	43	320	4032	範囲	430			4320	3136									277	58	0	0		0	0	0	0			浮									超ダメージ																																									
181-3	181	3	謎のネコ耳少女ユキ	超激レア	50+70	30	41650	43010	9	5	43	270	4779	範囲	460			4320	3136									227	58	0	0		0	0	0	0			浮									超ダメージ														攻撃力低下無効																											
182-1	182	1	ゆきにゃん	EX	50+0	30	3060	680	8	3	41	81	252	単体	340			600	226									39	40	0	0		0	0	0	0			浮															動きを止める(20% 60F)																																			
182-2	182	2	ビューティゆきにゃん	EX	50+0	30	3060	680	8	3	41	81	252	単体	340			600	226									39	40	0	0		0	0	0	0			浮															動きを止める(20% 60F)																																			
184-1	184	1	にゃんこカートR	レア	50+0	30	6630	1020	24	4	39	108	283	単体	320			510	276									69	25	0	0		0	0	0	0																																		金×2																			
184-2	184	2	にゃんこカートG	レア	50+0	30	6630	1020	24	4	39	108	283	単体	320			510	276									69	25	0	0		0	0	0	0																																		金×2																			
184-3	184	3	にゃんこカートP	レア	50+0	30	6630	3060	24	4	25	179	513	単体	320			510	276	○	1020	25	1020	25	1020	20		109	30	0	0		0	0	0	0																																		金×2																			
185-1	185	1	ミスターニンジャ	EX	50+0	30	5950	1020	28	2	10	149	205	範囲	440			990	1036									139	46	0	0		0	0	0	0							エ					超ダメージ																																									
185-2	185	2	タンタン	EX	50+0	30	5950	1020	28	2	10	149	205	範囲	440			990	1036									139	46	0	0		0	0	0	0							エ					超ダメージ																																									
186-1	186	1	ハルシュト	超激レア	50+70	30	25500	6800	8	3	14	189	1079	単体	295			2550	2436									175	49	0	0		0	0	0	0					ﾒﾀﾙ								打たれ強い																				クリティカル(10%)																				
186-2	186	2	ハルシュトCC	超激レア	50+70	30	34000	10200	8	3	14	189	1619	単体	295			2550	2436									175	49	0	0		0	0	0	0					ﾒﾀﾙ								打たれ強い																				クリティカル(20%)																				
186-3	186	3	革命のハルシュトCC	超激レア	50+70	30	42500	10200	12	3	14	189	1619	単体	345			2550	2436									175	49	0	0		0	0	0	0					ﾒﾀﾙ								打たれ強い																				クリティカル(40%)																				
187-1	187	1	コーネリア	超激レア	50+70	30	23800	11900	27	4	53	152	2349	範囲	410			3750	1836									99	21	0	0		0	0	0	0		赤		黒														動きを止める(30% 120F)																																			
187-2	187	2	コーネリアCC	超激レア	50+70	30	27200	15640	27	4	53	152	3087	範囲	410			3750	1836									99	21	0	0		0	0	0	0		赤		黒														動きを止める(30% 120F)																																			
188-1	188	1	ユーヴェンス	超激レア	50+70	30	78200	30600	10	2	22	101	9089	単体	210			2850	1136									79	48	0	0		0	0	0	0						天							打たれ強い																																								
188-2	188	2	ユーヴェンスCC	超激レア	50+70	30	113900	36550	10	2	22	101	10856	単体	210			2850	1136									79	48	0	0		0	0	0	0						天							打たれ強い																																								
188-3	188	3	休日の騎士様ユーヴェンスCC	超激レア	50+70	30	132600	36550	10	2	22	101	10856	単体	210			2850	1136	○	18275	22	18275	12				67	30	0	0		0	0	0	0						天							打たれ強い				攻撃無効(20% 60F)																																				
189-1	189	1	ミスティカ	超激レア	50+70	30	20400	16660	14	3	70	389	1285	範囲	690			5700	3836									319	31	0	0		0	0	0	0				黒							めっぽう強い																																										
189-2	189	2	ミスティカCC	超激レア	50+70	30	25500	21760	14	3	70	389	1678	範囲	690			5700	3836									319	31	0	0		0	0	0	0				黒							めっぽう強い																																										
190-1	190	1	アロイス	激レア	50+70	30	8500	4080	10	3	28	127	964	範囲	351			1170	356									99	26	0	0		0	0	0	0						天										ふっとばす(20%)																																					
190-2	190	2	アロイスCC	激レア	50+70	30	10200	5780	10	3	28	127	1365	範囲	351			1170	356									99	26	0	0		0	0	0	0						天										ふっとばす(20%)																																					
191-1	191	1	シトルイユ	激レア	50+70	30	5440	2550	10	2	35	194	394	範囲	360			810	476									159	26	0	0		0	0	0	0		赤		黒												ふっとばす(30%)			遅くする(30% 90F)																																		
191-2	191	2	シトルイユCC	激レア	50+70	30	7990	3400	10	2	35	194	526	範囲	360			810	476									159	26	0	0		0	0	0	0		赤		黒												ふっとばす(30%)			遅くする(30% 90F)																																		
192-1	192	1	ティティ	EX	50+0	30	3400	917	8	2	41	160	172	単体	260			480	556									119	25	0	0		0	0	0	0	白	赤	浮	黒		天	エ	ゾ	古	悪									遅くする(20% 210F)																																		
192-2	192	2	ティティCC	EX	50+0	30	3400	917	8	2	41	160	172	単体	260			480	556									119	25	0	0		0	0	0	0	白	赤	浮	黒		天	エ	ゾ	古	悪									遅くする(20% 210F)																																		
192-3	192	3	ネコティティCC	EX	50+0	30	3400	2751	8	2	30	151	547	単体	260			480	556	○	917	30	917	9	917	9		103	28	0	0		0	0	0	0	白	赤	浮	黒		天	エ	ゾ	古	悪									遅くする(20% 210F)																																		
193-1	193	1	山岡実乃里	EX	50+0	30	5950	1530	4	3	28	127	361	単体	150			148	1734									99	29	0	0		0	0	0	0	白	赤	浮	黒		天	エ	ゾ	古	悪										攻撃低下(30%の確率 150F 50%に低下)																																	
193-2	193	2	クイーンみのりん	EX	50+0	30	9350	2380	4	3	28	127	562	単体	150			148	1734									99	29	0	0		0	0	0	0	白	赤	浮	黒		天	エ	ゾ	古	悪										攻撃低下(30%の確率 150F 50%に低下)																																	
194-1	194	1	中村奏絵	EX	50+0	30	5100	1700	4	3	28	127	402	単体	150			148	1734									99	29	0	0		0	0	0	0	白	赤	浮	黒		天	エ	ゾ	古	悪										攻撃低下(30%の確率 150F 50%に低下)																																	
194-2	194	2	クイーンかにー	EX	50+0	30	8500	2550	4	3	28	127	602	単体	150			148	1734									99	29	0	0		0	0	0	0	白	赤	浮	黒		天	エ	ゾ	古	悪										攻撃低下(30%の確率 150F 50%に低下)																																	
195-1	195	1	アキラ	超激レア	50+70	30	51000	25500	13	3	108	157	4873	範囲	430			4860	4136									49	44	0	0		0	0	0	0							エ											動きを止める(50% 120F)								攻撃力低下無効																											
195-2	195	2	シャドウ・アキラ	超激レア	50+70	30	51000	25500	13	3	108	157	4873	範囲	430			4860	4136									49	48	0	0		0	0	0	0																										攻撃力低下無効				波動無効					攻撃上昇(50%以下 50%上昇)																		
195-3	195	3	インフェルノ・アキラ	超激レア	50+70	30	51000	25500	13	3	108	157	4873	範囲	430			4860	4136									49	44	0	0		0	0	0	0							エ				めっぽう強い							動きを止める(40% 120F)								攻撃力低下無効				波動無効					攻撃上昇(33%以下 50%上昇)	生き残る(100%)																	
196-1	196	1	西園寺メカ子	超激レア	50+70	30	96900	34000	7	2	68	217	4700	範囲	445			5925	4336									149	46	0	0		0	0	0	0				黒			エ						打たれ強い																							生き残る(100%)																	
196-2	196	2	ドクトルDr.メカ子	超激レア	50+70	30	96900	34000	7	2	68	217	4700	範囲	445			5925	4336									149	46	0	0		0	0	0	0							エ									ふっとばす(50%)				攻撃低下(50%の確率 250F 50%に低下)																																	
196-3	196	3	アストロDr.メカ子	超激レア	50+70	30	96900	34000	7	2	68	217	4700	範囲	445			5925	4336									149	46	0	0		0	0	0	0							エ					超ダメージ				ふっとばす(30%)			遅くする(100% 150F)	攻撃低下(40%の確率 150F 50%に低下)																生き残る(50%)																	
197-1	197	1	キャットマンダディ	超激レア	50+70	30	67150	42500	12	5	70	279	4570	範囲	440			5520	4436									209	91	0	0		0	0	0	0			浮				エ					超ダメージ																																									
197-2	197	2	キャットマンダーク	超激レア	50+70	30	67150	42500	12	5	70	279	4570	範囲	440			5520	4436									209	91	0	0		0	0	0	0						天	エ					超ダメージ																																									
197-3	197	3	キャットマンライジング	超激レア	50+70	30	67150	42500	12	5	70	279	4570	範囲	440			5520	4436									209	91	0	0		0	0	0	0							エ		古			超ダメージ																呪い無効																									
198-1	198	1	サイキックネコ	レア	50+80	30	6460	850	6	3	66	105	243	単体	365			525	236									39	38	0	0		0	0	0	0							エ												遅くする(50% 120F)																																		
198-2	198	2	ネオサイキックネコ	レア	50+80	30	7480	1020	6	3	66	105	291	単体	365			525	236									39	38	0	0		0	0	0	0							エ												遅くする(50% 120F)																																		
198-3	198	3	デビルサイキックネコ	レア	50+80	30	9520	1020	12	3	42	71	431	単体	365			525	236									0	29	0	0		0	0	0	0							エ	ゾ											遅くする(50% 150F)	攻撃低下(30%の確率 120F 30%に低下)																											止める耐性:70%効果時間減少						
199-1	199	1	ねこ陰陽師	レア	50+80	30	5950	510	8	3	93	121	126	単体	310			510	356									27	28	0	0		0	0	0	0	白	赤	浮	黒		天	エ	ゾ	古	悪										攻撃低下(50%の確率 200F 50%に低下)												ゾンビキラー																					
199-2	199	2	魔法少女ねこ	レア	50+80	30	6970	645	8	3	93	121	160	単体	310			510	356									27	28	0	0		0	0	0	0	白	赤	浮	黒		天	エ	ゾ	古	悪										攻撃低下(50%の確率 200F 50%に低下)												ゾンビキラー																					
199-3	199	3	ねこ大魔王	レア	50+80	30	9010	782	8	3	93	131	179	単体	310			510	356									27	38	0	0		0	0	0	0	白	赤	浮	黒		天	エ	ゾ	古	悪										攻撃低下(100%の確率 200F 50%に低下)										波動無効		ゾンビキラー															止める耐性:70%効果時間減少			呪い耐性:70%効果時間減少			
200-1	200	1	ネコサーファー	激レア	50+70	30	16150	7820	12	4	11	90	2607	範囲	270			990	596									79	70	0	0		0	0	0	0							エ											動きを止める(30% 120F)																		生き残る(50%)																	
200-2	200	2	ネコ漂流	激レア	50+70	30	18700	9860	12	4	11	90	3287	範囲	270			990	596									79	70	0	0		0	0	0	0							エ											動きを止める(30% 120F)																		生き残る(50%)																	
200-3	200	3	ネコ漂流記	激レア	50+70	30	26350	9860	12	4	11	90	3287	範囲	270			990	596									79	70	0	0		0	0	0	0							エ											動きを止める(60% 120F)									ワープ無効									生き残る(100%)														呪い耐性:70%効果時間減少			
201-1	201	1	メタルネコ	激レア	20+0	30	17	135	10	2	8	37	109	単体	140			600	536									29	10	0	0		0	0	0	0																																							メタル														
201-2	201	2	メタルネコビルダー	激レア	20+0	30	17	135	10	2	8	37	109	単体	140			600	536									29	8	0	0		0	0	0	0																																							メタル														
202-1	202	1	ドラムメニャー	レア	50+0	30	9690	1240	10	2	10	51	729	単体	220			585	356									39	41	0	0		0	0	0	0					ﾒﾀﾙ															攻撃低下(40%の確率 200F 50%に低下)																																	
202-2	202	2	プラカードにゃん	レア	50+0	30	11390	1410	10	2	10	51	829	単体	220			585	356									39	41	0	0		0	0	0	0					ﾒﾀﾙ															攻撃低下(40%の確率 200F 50%に低下)																																	
202-3	202	3	ネコぺったん	レア	50+0	30	14790	1430	10	2	10	51	841	単体	220			585	356	○	715	10	715	11				0	30	0	0		0	0	0	0					ﾒﾀﾙ															攻撃低下(40%の確率 200F 50%に低下)																																	
203-1	203	1	小籠包にゃんこ	EX	50+0	30	1870	135	9	3	10	39	104	単体	140			75	60									29	21	0	0		0	0	0	0																																																					
203-2	203	2	大籠包にゃんこ	EX	50+0	30	7650	1105	6	3	20	59	562	範囲	300			750	216									39	34	0	0		0	0	0	0																																																					
204-1	204	1	カチカチヤマンズ	超激レア	50+70	30	10200	1190	16	4	3	19	1879	範囲	290			720	216									0	16	0	0		0	0	0	0						天	エ													攻撃低下(15%の確率 70F 50%に低下)																																	
204-2	204	2	炎護射撃車ウーウー	超激レア	50+70	30	54400	20382	38	2	61	170	3597	範囲	460			5100	2136									109	44	0	0		0	0	0	0						天	エ													攻撃低下(100%の確率 140F 50%に低下)																																	
204-3	204	3	豪炎狙撃車ウーウー	超激レア	50+70	30	54400	20382	48	2	61	170	3597	範囲	460			4500	1936									109	44	0	0		0	0	0	0						天	エ				めっぽう強い									攻撃低下(100%の確率 140F 50%に低下)																												遅くする耐性:70%効果時間減少					
205-1	205	1	アイルー	EX	50+0	30	4250	935	12	3	12	49	572	単体	160			375	60									37	23	0	0		0	0	0	0				黒																攻撃低下(30%の確率 150F 50%に低下)																																	
205-2	205	2	アイルー＆メラルー	EX	50+0	30	4250	935	12	3	12	49	572	単体	160			375	60									37	23	0	0		0	0	0	0		赤																		攻撃低下(30%の確率 150F 50%に低下)																																	
206-1	206	1	シェリア【キリン】	EX	50+10	30	16150	12750	6	2	105	143	2675	単体	330			1350	1176									0	38	0	0		0	0	0	0			浮								めっぽう強い																																										
206-2	206	2	シェリア【キリンX】	EX	50+10	30	19550	16150	6	2	108	143	3388	単体	330			1350	1176									0	35	0	0		0	0	0	0			浮								めっぽう強い																																										
207-1	207	1	リオレウス	EX	50+10	30	24735	12835	8	3	74	209	1842	範囲	405			3825	3336									135	47	0	0		0	0	0	0																																																					
207-2	207	2	リオレウス＆にゃんこ	EX	50+10	30	31535	16235	8	3	74	209	2330	範囲	405			3825	3336									135	47	0	0		0	0	0	0																																																					
208-1	208	1	リオレイア	EX	50+10	30	31280	14280	8	2	45	160	2678	範囲	320			3600	3336									115	56	0	0		0	0	0	0	白	赤	浮	黒		天	エ	ゾ	古	悪										攻撃低下(30%の確率 150F 50%に低下)																																	
208-2	208	2	リオレイア＆にゃんこ	EX	50+10	30	39780	20230	8	2	45	160	3793	範囲	320			3600	3336									115	56	0	0		0	0	0	0	白	赤	浮	黒		天	エ	ゾ	古	悪										攻撃低下(30%の確率 150F 50%に低下)																																	
209-1	209	1	キリンネコ	EX	50+10	30	1530	120	12	4	8	37	97	単体	140			75	60									29	10	0	0		0	0	0	0			浮										打たれ強い																																								
209-2	209	2	キリンネコキリン	EX	50+10	30	7650	205	36	6	6	10	615	単体	140			750	60									0	4	0	0		0	0	0	0			浮										打たれ強い																																								
210-1	210	1	ちびネコ	EX	50+40	30	680	135	8	3	8	37	109	単体	130			75	60									29	10	0	0		0	0	0	0																																																					
210-2	210	2	ちびネコビルダー	EX	50+40	30	680	135	8	3	8	37	109	単体	130			75	60									29	10	0	0		0	0	0	0																																																					
210-3	210	3	ちびネコモヒカン	EX	50+40	30	2720	272	8	3	8	37	221	単体	130			45	86									29	10	0	0		0	0	0	0																																																					
211-1	211	1	ちびタンクネコ	EX	50+40	30	2720	35	6	1	8	67	16	範囲	100			150	60									59	8	0	0		0	0	0	0																																																					
211-2	211	2	ちびネコカベ	EX	50+40	30	2720	35	6	1	8	67	16	範囲	100			150	60									59	8	0	0		0	0	0	0																																																					
211-3	211	3	ちびゴムネコ	EX	50+40	30	8160	67	6	1	8	67	30	範囲	100			150	60									59	8	0	0		0	0	0	0																								止める無効																													
212-1	212	1	ちびバトルネコ	EX	50+40	30	1360	425	10	3	8	27	472	単体	140			300	60									19	8	0	0		0	0	0	0		赤									めっぽう強い																																										
212-2	212	2	ちび勇者ネコ	EX	50+40	30	1360	425	10	3	8	27	472	単体	140			300	60									19	8	0	0		0	0	0	0		赤									めっぽう強い																																										
212-3	212	3	ちび暗黒ネコ	EX	50+40	30	6800	850	10	3	8	27	944	単体	150			300	60									19	8	0	0		0	0	0	0						天				悪	めっぽう強い							動きを止める(20% 60F)																																			烈波耐性:50%軽減
213-1	213	1	ホワイトラビット	超激レア	50+70	30	48960	33660	11	6	43	282	3581	範囲	465			5325	4236									239	52	0	0		0	0	0	0		赤					エ												遅くする(100% 140F)																																		
213-2	213	2	ブラックキャット	超激レア	50+70	30	48960	33660	11	6	43	282	3581	範囲	465			5325	4236									239	52	0	0		0	0	0	0		赤					エ				めっぽう強い																																										
213-3	213	3	グレーフォックス	超激レア	50+70	30	48960	33660	11	6	43	282	3581	範囲	465			4725	4236									239	54	0	0		0	0	0	0		赤					エ									ふっとばす(100%)				攻撃低下(100%の確率 150F 50%に低下)							ワープ無効	呪い無効																									
215-1	215	1	百太郎	レア	50+0	30	8160	1360	12	2	39	118	346	範囲	190			450	136									79	28	0	0		0	0	0	0																																				生き残る(50%)																	
215-2	215	2	百太郎CC	レア	50+0	30	8160	1360	12	2	39	118	346	範囲	190			450	136									79	28	0	0		0	0	0	0																																				生き残る(50%)																	
216-1	216	1	マルコ	レア	50+80	30	3145	1105	9	3	2	59	562	単体	330			990	336									57	36	0	0		0	0	0	0							エ											動きを止める(20% 60F)																																			
